dist_0_4,dist_0_8,dist_0_12,dist_0_16,dist_0_20,etiqueta
0.3551185830891149,0.20985987797435932,0.18642609794513496,0.17104811678404985,0.18298481762745186,A
0.3807240134899688,0.22662629863127562,0.20411790856886936,0.18903678507385951,0.19388078893566635,A
0.378868118831269,0.23254768681453095,0.20498549487846254,0.18667688693704987,0.1804077643093094,A
0.4097697401512689,0.2562839830803134,0.23385968731365664,0.2062339450198825,0.19325139910041678,A
0.39827341073257516,0.25003211324925373,0.22558899857697495,0.20775892324622783,0.19603963107768088,A
0.3291281743049546,0.22052498786021174,0.19721483554938996,0.18079490914219626,0.19120127302151751,A
0.3618883088071813,0.237908339861703,0.21943197583899637,0.20505942265443447,0.2059429478093254,A
0.35531043037719173,0.21479380451392943,0.188388379730236,0.16395051386891063,0.17806597280212164,A
0.344667504037433,0.22602127461485924,0.20436754090452208,0.1844945638166463,0.1820167866680241,A
0.3580352893205385,0.2341303486096916,0.20832474112020155,0.18699393399666453,0.18365846965474764,A
0.3773684030398243,0.2287258123505426,0.21076834483898943,0.18931098804937166,0.19055549039678926,A
0.3919249474531906,0.260036718400331,0.21819211239357716,0.19004578103311254,0.18810028455294658,A
0.3966202055809714,0.24021902165396208,0.21016222727097847,0.1884624300863978,0.19901802193913898,A
0.38359435504467493,0.2469782199760363,0.2197407846030753,0.19692569302933233,0.20368449856708426,A
0.44125088955590414,0.26807558451978253,0.23675287160374847,0.19843208754491143,0.18127505863560706,A
0.37249919814417887,0.24797277479511554,0.20173274696762283,0.17519908378981836,0.19308608082313333,A
0.3959915157344155,0.2559889935248858,0.23636306491628717,0.21563826982343073,0.21374035432406951,A
0.395121540124463,0.24205106709946375,0.2195431748190751,0.19929277607135484,0.1939421718477322,A
0.38719554255111477,0.24872488427024483,0.22115317993220124,0.1991268582524383,0.19316231399595227,A
0.3941242032007717,0.24921962682849857,0.22298867389954805,0.1992470025432191,0.19521665247690553,A
0.3869266471312074,0.2342589267284166,0.20699933059769698,0.18092579612390924,0.17779538024386657,A
0.39675910431770517,0.25406755103278683,0.20984480918277712,0.18372689129735575,0.1800539199071064,A
0.40436452953526264,0.24690732065518792,0.22637402842419482,0.20242054979452714,0.19118703659910327,A
0.38821458612454,0.2526111189841574,0.21492592299747304,0.18176941484979026,0.1848818906836566,A
0.601205711896215,0.36279495470824585,0.2969756876453268,0.2362699522479453,0.2478196548693615,A
0.5784868251556553,0.36233052130260174,0.33274493417855866,0.2997506262663485,0.2903023818140537,A
0.5910423070383205,0.3882139440262604,0.3686405639716924,0.3334438782416721,0.3146689690775239,A
0.5350614778667557,0.30907807509322066,0.2764802332773754,0.23302074837196202,0.23861551917708337,A
0.5676134608855201,0.30872506919480597,0.2549178107424584,0.21253731567412026,0.23416182252764392,A
0.5515734183987359,0.3600749553502172,0.3262361308550643,0.2898753984636546,0.2744156611483288,A
0.535301827401322,0.31746890675875056,0.2809284679367859,0.24205254757331066,0.23082463418190471,A
0.5169335423859877,0.3094531636994803,0.28539676292446164,0.25680817244075493,0.2593587795760086,A
